title;artist;genre;power;key;bpm
What is life;Soom T, Pupajim;Dub, Vocal, Dubadub, Dnb;3;Dm;166.315018
Bomb Our Yard;Soom T;Dub, Vocal, Digital, Dubadub;3;F#m;83.000389
Bullets Will Bounce;Soom T;Dub, Vocal, Dubadub, Digital;3;Eb;89.99987
SoulJah (BassDefender remix);Culture Dub;Dub, Vocal, Digital;4;Am;150.000381
Captain Submore;Soulprodz;Dub, Instru, Steppa, Digital, Sample;4;Gm;140.000031
Sound System ft Lo;Brainless Sound System, Lo;Dub, Vocal, Digital, FR;4;Cm;80.000587
Come On;South Dub;Dub, Instru, Digital, Steppa;3;Gm;150.000412
Yes Sir;South Dub;Dub, Instru, Digital;3;Fm;75.999649
A-Rythm-Ethic - Feldub Remix;Feldub, Sparky Riot;Dub, Vocal, Digital, Electrodub;3;Eb;127.999229
Irie;Sparky Riot;Dub, Vocal, Digital, Chill;3;;160.000015
Freestyle;Sparky Riot;Dub, Instru;3;;80.000191
Balkan Riddim;Sparky Riot;Dub, Instru;3;;78.000031
Speaker Box;Stand High Patrol;Dub, Dubadub, Digital, Heavy, Vocal;3;Em;127.000732
Special Request - Ganjah Friend Meets Supah Frans ( Jump&Prance Original Version);Seper Man, Supah Frans, Ganjah Friend;Dub, Digital, Vocal, Dubadub, Heavy;2;Em;85.999519
Open The Borders;Speng Bong;Dub, Vocal, Digital;3;Em;149.775925
SpengBond Dubplate Remix by Digital Seal 2017;Digital Seal, Speng Bong;Dub, Digital, Vocal, Steppa;3;Am;147.000107
Spiritual Medicine;Digiman Dub;Dub, Steppa, Instru, Digital;2;Bbm;65.476807
Blip Warm (Skunk Kut Rmx);Skunk Kut, Spitfire;Dub, Instru, Digital, Steppa, Progressive;3;;87.0
Skank To Azania;Saah Karim, Sta'Sax;Dub, Instru;3;;141.152359
Dub To Azania;Saah Karim, Sta'Sax;Dub, Instru;3;;141.151413
Gunman Sound;Saah Karim, Sta'Sax;Dub, Vocal;3;;141.151505
Dubman Sound;Saah Karim, Sta'Sax;Dub, Vocal;3;;141.152054
Lovers Connection;Stalawa, Ponchita Peligros;Dub, Vocal, Digital, Dubadub;3;F#m;140.999634
Dubadub Style;Stand High Patrol;Dub, Vocal, Digital, Dubadub, Reggae;3;Ebm;82.492104
Star Hill Sound System Dubplate Style;Star Hill Sound System;Dub, Vocal, Digital;3;Cm;137.998978
Dubstep Save My Life;Pupajim, Step Art;Dub, Vocal, Dubadub, Dubstep, Digital;4;Fm;70.000053
Feeling Like A Million (Merva Grier);Step Art, Merva Grier;Dub, Vocal, Digital, Dubstep, Electrodub;3;F#m;67.958
Rakoon;Rakoon;Dub, Instru, ElectroDub;3;;159.999924
Steppa Foundation;Organic Sound System;Dub, Steppa, Instru;4;Dm;154.000885
Steppa Killa;Skeleton Key;Dub, Steppa, Digital, Instru;3;Fm;135.000519
SteppaStyle;Nanamictia Mushka Dub;Dub, Instru, Steppa, Heavy, Digital;4;Dm;70.000259
Highway;Stepper Sons;Dub, Instru, Digital, Steppa, Heavy;4;Cm;119.999763
Stepping High ⁄ Stepping Dub;Péah;Dub, Steppa, Heavy, Digital, Instru;4;Em;149.999985
Come Around (Stepwizer remix);Stepwizer Music;Dub, Vocal, Digital, ElectroDub;3;F#m;152.999603
Stone (RMX) - Madmax;Madmax, Mexican Stepper;Dub, Steppa, Heavy, Instru, Digital;4;G#m;117.999695
Salute the dub;Strawdogz;Dub, Instru, Digital;3;;145.378296
Salute the youth ft. Joseph Cotton & Yaway;Strawdogz, Joseph Cotton, Yaway;Dub, Vocal, Digital;3;;145.399902
The Sticks;Strawdogz, Pupajim;Dub, Vocal, Digital, Dubadub;3;;149.999939
Style & Fashion - Lone Ranger & Iron Dubz [Evidence Music];Lone Ranger, Iron Dubz;Dub, Digital, Vocal, Heavy;4;Dm;149.999954
Style and City;Stand High Patrol;Dub, Vocal, Dubadub;3;Am;140.002716
Rub a Dub Soldiers (feat. El Fata);El Fata, Sub Alpine;Dub, Vocal, Digital, Electrodub, Dubadub;3;Cm;83.99987
Sub Majesty meets Babbajah - Catch A Fire [Original Mix];Sub Majesty, Babbajah;Dub, Vocal, Digital;3;C#m;144.999771
Sub Majesty meets Cream T - One By One [Original Mix];Sub Majesty, Cream T;Dub, Vocal, Digital;3;Db;144.999557
Sub Majesty meets Djiman - Night & Day [Original Mix];Sub Majesty, Djiman;Dub, Vocal, Digital;3;C#m;145.000244
Blam Blam - The Badman Riddim (8 Bit Dub Edit);Subactive, Mikey Mruka;Dub, Vocal, Digital, Dubstep;3;Eb;86.499519
Shaolin Dub;Subatomic Sound System;Dub, Instru, Steppa, OS;3;Dm;65.000053
Subterranean Exodus Ft Pupajim & Biga#Ranx - ATILI;Pupajim, Biga Ranx, ATILI;Dub, Digital, Vocal, Dubadub;3;Am;69.999962
Subtroopers Rising;Ishiban;Dub, Instru, ElectroDub, Steppa, Slow;4;10m;61.500278
900 Years;Subversive;Dub, Instru, Digital, Steppa;3;C#m;139.999969
Purpose And Time;Subwise Warrior, Fikir Amlak;Dub, Vocal, Steppa, Digital;3;Em;139.999939
Righteous Dub;Sunjaman;Dub, Digital, Instru, Dubstep, Heavy;3;Am;69.999992
Sunrise;Digiman Dub;Dub, Steppa, Vocal, Sample, Digital;3;Am;133.599701
Supa Bassie meets Jimmie Dub Troubles - Wolf - RL019;Supa Bassie, Jimmie Dub Troubles;Dub, Vocal, Digital;3;Eb;76.499588
"System (Kiangana) (prod ; Kiangana)";Kiangana, African High Fly;Dub, Steppa, Vocal, Digital;3;Gm;129.000168
T-Horns ft Mathis - Bad Feeling About Them;T-Horns, Mathis, Organic Sound;Dub, Vocal, Heavy, Digital;4;Em;77.000107
THANKS AND PRAISES  (2013 Vibes);Majestic Sound;Dub, Steppa, Digital, Instru;4;Em;146.000275
Take Some Time;Natural Tribulation, Sis Zeyna;Dub, Steppa, Vocal;3;C#m;139.001663
Tankas'Skank - ObeahDub;DPHdub, ObeahDub;Dub, DIgital, Instru, Steppa;3;Em;129.999771
Teach the Youths about Garvey;Roots by Nature, Suns of Dub;Dub, Reggae, Vocal;2;F#m;72.99984
Teaser Mexican Stepper - 1989;Mexican Stepper;Dub, Heavy, Instru, Digital;4;Fm;157.041794
Teaser Mushka Town - Irie I;Mushka Town;Dub, Instru, Steppa, Heavy;4;Cm;150.00206
Technical Dub;The Ragga Panda;Dub, Instru;3;Am;130.000107
Teleraña;Kandee;Dub, Steppa, Electrodub, Digital, Vocal;4;F#m;140.000732
Tell'Dem feat. Jman;Feldub, Jman;Dub, Vocal, Electrodub;3;Gm;100.000404
Telly# Del Mundo ★ Dub Champagne;Telly, Joseph Cotton, Biga Ranx;Dub, Vocal;2;Am;120.006294
Tempest;Stand High Patrol;Dub, Reggae, Vocal, Dubadub;2;B;72.99897
Rastafari Kingdom;Temple I;Dub, Vocal, Digital, Heavy;3;Cm;130.000061
Tessic;Rakoon;Dub, Psydub, Digital, Electrodub, Instru;4;;159.999405
Tetra Hadra K - Dub Iquinone compilation ⁄ Hadra AlterVision;Tetra Hydro K;Dub, Psydub, Digital, Instru;4;Gm;149.999252
The Bar;Stand High Patrol;Dub, Dubadub, Vocal, Reggae;2;Cm;169.99968
The Big Tree;Stand High Patrol;Dub, Dubadub, Reggae, Vocal;2;Gm;83.499931
The Bridge;Stand High Patrol;Dub, Digital, Instru;3;Am;151.000275
The Crook;Rakoon;Dub, Electrodub, Digital, Instru, Prog;3;;125.000092
Prowling Lion;The Disciples;Dub, Instru, Digital, OS;4;;129.691696
The Disciples - Righteous Dub (Roots Youth Records);The Disciples;Dub, Digital, Heavy, Instru;4;G#m;147.18837
The Dub Machinist – Earthquake [part 1] – B2;The Dub Machinist;Dub, Instru, Digital, Steppa;4;Fm;142.456375
The Dubateers - We Rule;The Dubateers;Dub, Vocal, Digital;3;Em;160.55188
The High Sound ¡¡¡;Jahwate, Spiral Skank;Dub, Instru, Sample;3;Em;134.998886
The Jouney;The Ragga Panda;Dub, Instru, Cumbia;3;Bbm;89.101418
The Nextmen Feat. Pupajim - Sofa (Wrongtom Remix);Nextmen, Pupajim, Wrongtom;Dub, Digital, Vocal, Dubadub;2;Ebm;90.000053
Your Freedom;The Red Stripe Twins;Dub, Instru, Digital;4;;144.999664
The Right Vision (Remix) II;GSS Sound, Double Tiger;Dub, Instru, Digital, ElectroDub, Melodic;3;Cm;120.000214
The Rightous Riddim (Melodica);GSS SOUND;Dub, Instru, Digital, ElectroDub;3;Am;71.99958
The Tunnel;Stand High Patrol;Dub, Digital, Instru, Heavy;4;C#m;151.000488
Money Ft Daman;The Visionites, Daman;Dub, Vocal, Digital, Dubadub;3;Am;74.999992
The Wacky Curse;Rakoon;Dub, Vocal, Digital, ElectroDub;4;B;160.000168
Pain Killa;Tiawa;Dub, Vocal, Digital, Reggae;3;G#m;141.995285
Killing Sound;Timbali, Skarra Mucci;Dub, Vocal, Digital;3;F#m;94.000557
Time To Ease The Tension dubplate (Ft. Nish Wadada);The Ragga Panda;Dub, Vocal, Digital, Dubadub;3;Em;130.000092
Supernova Dub MIX1;ToKs LbTk;Dub, Instru, Digital, ElectroDub, Steppa;3;Cm;132.060242
Val de Roots (Compiled Upside Down - 2020);Tokiboun in Dub;Dub, Instru, Digital, ElectroDub, Steppa;4;Cm;139.999847
Training dub;Thibaud Monnier;Dub, Heavy, Steppa, Digital;4;Am;137.0009
Triste Chemin;BiniDub;Dub, Digital, Melodic, Sample;3;Am;149.999817
Truck Driver (Soundcloud) Slow;Brainless, Sensi T;Dub, Vocal, Digital;3;;76.000511
Truck Driver Brainless feat Sensi T ( KingFly remix) ;Brainless, Sensi T, KingFly;Dub, Vocal, Digital, Steppa;3;;151.999115
Truck Driver Remix_2;GSS Sound, Sensi T;Dub, Vocal, Digital, ElectroDub;3;Am;152.000809
True Love;The Ragga Panda;Dub, Instru;3;Am;71.500175
Breakfast;Tsunami Wazahari;Dub, Instru, Steppa, Digital;3;F#m;117.00013
DubBird;Tsunami Wazahari;Dub, Instru, Steppa, Digital;3;Am;127.000099
FireBird;Tsunami Wazahari;Dub, Instru, Steppa, Digital;3;Am;127.000092
Chakra Rules;Tsunami Wazahari;Dub, Instru, Digital, Steppa;3;G#m;131.000183
Revelation;Tsunami Wazahari, Saimn-I;Dub, Vocal, Dubadub;3;G#m;128.000488
Tuff Like Iron;Queen Omega, Iron Dubz;Dub, Vocal;4;Em;155.994858
Tuffy Stepp;DPHdub;Dub, Instru, Digital, Steppa;4;Gm;149.999573
Turn off the radio;Brainless, Tenor Youthman;Dub, Vocal, Steppa, Digital;4;Em;159.999741
Get Lively Now (Dreadsquad Remix);Brother Culture, Turntable Dubbers, Dreadsquad;Dub, Vocal, Reggae, DownTempo, Digital;2;Bm;105.000031
Diet Dub;Dub Invaders, Twelve;Dub, Vocal, Digital, ElectroDub, Heavy, DubTek;4;3m;81.999794
Uprising;Massilia Hi-Fi, Arcuate;Dub, Steppa, Digital, Instru;4;B;126.000435
Uk raw;??;Dub, Instru, Digital;3;;133.999863
Un simple voyage;Digiman Dub;Dub, Steppa, Instru, Digital;3;Dm;93.000122
Unconsious;Digiman Dub;Dub, Steppa, Digital, Instru;3;Cm;152.210037
Under Mi Sensi Remix - Barrington Levy ;Barrington Levy, Digital Seal Hifi;Dub, Vocal, Digital;3;;150.999985
Unity ;The Ragga Panda;Dub, Exclu, Instru;3;Am;67.499962
Unity feat Prince David;Zion Train, Prince David;Dub, OS, Vocal, Reggae;3;Gm;139.999741
Unknown Attack;Panda Dub;Dub, Heavy, Digital, Steppa, Electrodub;5;Fm;156.000061
Get your body out;Don Alduck Dubwise;Dub, Heavy, Triphop, Vocal;4;Dm;77.500099
Together Mighty;Urban Lions;Dub, Vocal, Digital, Steppa, OS;4;Em;146.010513
Urban Tree;All Vibes Hi-Fi;Dub, Digital, Heavy, Instru;4;Bm;127.999924
Uzul - Rub a dub train Ft. MiCro Mano;Uzul, Micro Mano;Dub, Vocal, Digital, Steppa;4;G#m;144.999481
VIRTUS feat RadikalSound _Dubplate ska;Virtus, RadikalSound;Dub, Vocal, Ska;3;Gm;133.999939
Vampayaa (Original Mix);Tayo, Acid Rockers, Pupajim;Dub, Vocal, Digital, Dubstep, Dubadub;2;Ebm;139.999741
Vaporize;Tiburk;Dub, Instru, Steppa, Digital, Prog;4;Dm;85.000153
VarieDub Ft Tunelon Iration_Wicked Sound - Variedub;VarieDub, Tunelon Iration;Dub, Vocal, Digital;3;B;150.000198
Venetian Walk;DPH Dub;Dub, Digital, Steppa, Instru;3;F;159.999771
Dub Infinity'(10' Roots Youths Records);Vibronics;Dub, Insru, Digital, Steppa;4;Ebm;134.007889
Vicious Spiral;Chayko;Dub, Instru, Digital, ElectroDub, Steppa;4;Fm;139.997498
Vieille Branche;Biga Ranx;Dub, Vocal, FR, Digital, Dubadub, Electrodub;2;Am;129.999939
Violin Step Alpha Steppa Remix;Ashanti Selah;Dub, Steppa, Instru;3;C#m;123.999634
Brixton;Violinbwoy;Dub, Instru, Heavy, Dub, Steppa;4;Am;71.999733
Brixton Warrior Ver 2;Violinbwoy;Dub, Instru, Steppa, Heavy;4;Am;72.000259
General Verse I;Violinbwoy;Dub, Vocal, Digital, Electrodub;3;Am;69.999725
See I Dread;Violinbwoy;Dub, Vocal, Heavy, Digital;4;Am;133.499817
Wanted;Violinbwoy, Dan I;Dub, Vocal, Digital;3;Cm;57.499893
W A R - DUBPLATE by EKSMAN & ESTUDIO TRES (2 VERSÍCULOS);Eksman, Estudio Tres;Dub, Instru, Digital;3;Em;140.006638
W.A.R.;Ondubground, Pupajim, Biga Ranx, Bob Marley;Dub, Vocal, Digital;4;Bm;85.999832
Warrior Lights Dub 1;Stepwizer;Dub, Instru, Digital, Electrodub;3;G#m;156.000153
Bömbletörss';Winston Dub Project, Askata;Dub, Instru, Digital, Viking;2;Em;74.999748
WRATH OF THE JUNGLE;Dacadub, Wicked Steppa;Dub, Instru, Digital, Heavy;4;Em;74.999985
Better Days;KillaSoundYard;Dub, Vocal, Digital, Dubadub;4;C#m;143.000031
Lark;WZ;Dub, Instru, ElectroDub, Dubstep;4;C#m;69.999954
Walk To Zion;All Vibes Hi-FI;Dub, Instru;3;Ebm;65.999657
Indian Dance;Walking Mess;Dub, Instru, Digital;3;Am;65.007957
Walloheen Steppa;The Ragga Panda;Dub, Instru, Digital, Steppa;3;;131.000366
Bali Sound (Version Violin);Wardrobe Sound;Dub, Instru;3;;149.998825
Warehouse;Stand High Patrol;Dub, Heavy, Instru, Digital;4;Ebm;139.002289
Warriah;TWM;Dub, Steppa, Digital, Vocal;4;F;69.000114
Warrior - Youthman Skanker Dubmaker;Youthman Skanker;Dub, Instru, Digital, Steppa, Heavy;4;Gm;137.000824
Warrior Dub;Miniman;Dub, Instru;4;Am;147.000153
Warrior Dub;The Ragga Panda;Dub, Steppa, Sax, Instru;4;Em;61.49995
Warrior Dub Station;Bisou;Dub, Steppa, Electrodub, Instru, Digital;4;Bbm;130.0
Warrior Pain;Natural Skankers;Dub, Steppa, Digital, Instur;3;;135.000244
Warrior;Murray Man, Haspar;Dub, Vocal;4;Am;140.004578
Warriyah Hatsen;Mustical Dub;Dub, Digital, Steppa, Heavy, Instru;5;Fm;143.999557
Waste of time ⁄  Work in progress;Dub Wander;Dub, Instru, Digital;4;Bbm;146.999268
We play music /Nozéabondstylé  ( Digital Seal Records );Digital Seal Hifi;Dub, Vocal, Dubadub, Digital;2;Fm;144.999802
Weather Independent;High Foxx;Dub, Instru, Digital, Steppa;4;;143.999863
Gypsy Dub;Weeding Dub, Ras Divarius;Dub, Instru, Steppa;3;Fm;142.016266
African Shrine;Weeding Dub;Dub, Instru, Digital;3;;135.999191
Dub Shrine;Weeding Dub;Dub, Instru, Digital;3;;136.000183
Dub Shrine - unreleased mix-;Weeding Dub;Dub, Instru, Digital;3;;135.999207
Freedom ft.Sama Renuka - Kandee remix;Welders Hi-Fi, Sama Renuka, Kandee;Dub, Vocal, Digital;3;Gm;137.999908
Fyah - Wellette Seyon & Dub Conductor;Wellette Seyon, Dub Conductor;Dub, Vocal, Digital;3;;144.99968
Whenever I Go;Mad Skanker;Dub, Vocal, Digital;2;Cm;178.499725
Whiplash-Skunk kut;Skunk Kut;Dub, Vocal, Sample, ElectroDub, Steppa;3;;75.000008
White Paper dub (Dubbytek re-dub);Dubbytek, Protoje;Dub, Steppa, Vocal;4;Bbm;144.000031
White Paper dub (Protoje x Gappy Ranks);Dubbytek, Protoje, Gappy Ranks;Dub, Steppa, Vocal;4;Fm;143.999924
Who Can You Call;Protoje;Dub, Reggae, Vocal;3;Ebm;135.99913
Why so Serious¿ (feat. Tenor Youthman)!;Alpha Steppa, Tenor Youthman;Dub, Vocal;2;G#m;154.000107
Wicked Dub;Captain Maxx;Dub, Vocal, Heavy, Steppa;4;;140.001526
Wicked Dub Division meet Mannaro Man - Deliver Me;Wicked Dub Division, Mannaro Man;Dub, Instru;3;Am;135.998749
Wicked Soul - Feat Maïcee (Warrior Part);Adi Shankara, Maïcee;Dub, Vocal, Stepper;3;G#m;125.001541
Wicked and Bonny feat. Kali Green - 7' Culture Dub Records CDR008;Wicked and Bonny, Kali Green, Culture Dub;Dub, Heavy, Digital, Vocal;4;Cm;140.026138
Wild Vs Machine;Digiman Dub;Dub, Steppa ;2;Ebm;140.000534
Wild Walking (Extended Version);T-Horns, Organic Sound;Dub, Instru, Digital;3;Dm;70.000282
Little Angry Owl;WildSkank;Dub, Instru, Digital;3;;129.000458
Sea Monster;WildSkank;Dub, Instru, Digital;3;;140.0
Warrior Owl;WildSkank;Dub, Instru, ElectroDub, Steppa;4;;122.999817
Travel;Wildskank, Akira Dub;Dub, Instru, Digital, Steppa;3;;153.000595
Wind Of Organic;Organic Sound;Dub, Instru;3;Eb;60.00024
Wise Emperor [Part Vocal];Simba Khan, Warriah Dan;Dub, Vocal, Steppa, Reggae;2;Ebm;140.000244
Wising Dub;DPHdub;Dub, Instru;3;Gm;80.000206
Deep Inspiration;Wood Harmony;Dub, Vocal, Sample, Digital;3;Gm;136.000565
Wood's Dance;Digiman Dub;Dub, Instru;3;Fm;161.999985
Formaté;Woody Vibes;Dub, Instru, Digital, Electrodub;3;Ebm;70.999992
Woody Sphère (new mix);Woody Vibes;Dub, Instru, ElectroDub, Steppa, DubTek, Trance;4;;140.000427
DubQuakeRiddim Feat. SMAD - Tell Me;Wu.D'Sound, SMAD;Dub, Vocal, FR, Electrodub, Digital;4;Am;149.999695
Free Again;Wudub, Sennah;Dub, Vocal, Digital, Steppa;3;G#m;140.000671
WuduB¡¿ Skankin B and Little Lion MC - Last Post ;WuduB, Skankin B, Lion MC;Dub, Vocal, Steppa;4;Fm;139.999405
One Day Dem Haffi Fall (Lapo Remix);XL Mad, Lapo;Dub, Vocal, Digital;3;;140.0
Higher Dub RMX ft. dub_cmd;Xucar Warriors, dub_cmd;Dub, Instru, Digital, Steppa;3;F#m;74.999947
What's Wrong - What's Wrong Dub;YT, Iration Steppas;Dub, Heavy, Vocal, Steppa;4;Ebm;147.146301
Mr Politician;YT;Dub, Vocal, Digital, Reggae;2;Eb;80.000465
Ya Basta¡;Conscious Youth;Dub, Instru, Steppa;2;Gm;137.999741
Conquering Lion;Vivian Jackson and The Ralph Brothers;Dub, Vocal, OS;2;Em;68.17263
Yatraa;Tiburk Sound System;Dub, Instru, Steppa, Mélodique;3;Gm;140.00145
Dubpamine Babylon;Ylaow, Animal Terrenal Spectral Dub;Dub, Instru, Digital, Steppa;3;;135.000015
Steppa 3x Osc;YIaow;Dub, Steppa, Instru, Digital, Heavy;4;Bb;149.99881
Yoko;Tiburk;Dub, Vocal, Digital;3;Dm;139.999725
Young Girl ft Mc Joss & Atrz -Don Carlos Tribute - Bonus;Mc Joss, Artz, Ghana Sound;Dub, Vocal, Digital;2;2m;65.000023
Youths Dub feat. Likkle Dread - Remix;Zilla Dan, Likkle Dread;Dub, Vocal, Digital;3;Gm;138.000351
Rise Up - Art-X Remix;Yves Larock, Art-X;Dub, Vocal, Digital;3;Em;128.000153
ZION TRAIN ft. DAMAN - Money (PROPAGANDUB Remix) ZT30 Tribute;Zion Train, Daman, Propagandub;Dub, Vocal, Digital;3;Am;75.000229
Contraception ft. Ras Tinny - Steppas Records;Alpha Steppa, Ras Tinny;Dub, Vocal, Digital, Steppa;4;Ebm;140.001038
Stay (Panda Dub Remix);Panda Dub, Zenzile;Dub, Digital, Electrodub, Vocal;2;C#m;65.500229
Zion;Mushka Town;Dub, Instru, Digital;3;Am;145.000519
It's Alright - Ghana remix;Critical Hi-Fi, El Fata, Ghana Sound System;Dub, Vocal, Digital, Dubstep;4;Cm;74.410027
The Garden;Wudub!?, SKG's Dub Alliance;Dub, Digital, Vocal;3;Cm;140.000427
Way Back Home;Kasbar, JBWOY;Dub, Vocal, DnB, Digital;3;G#m;139.999863
Tonight;Turntable Dubbers, Skarra Muchi;Dub, Vocal, Digital;3;Cm;139.999283
Walk Like A Warrior ft. Jane Warriah / Crazy Hertz;Alpha Omega, Jane Warriah;Dub, Vocal, Digital, Steppa, Downtempo;3;Am;130.000198
9 Years ft. Don Fe Old Scotland Yard [Dub Dynasty] - streetdub E20;Alpha Steppa, Cian Finn, Don Fe;Dub, Vocal, Digital, Steppa, Heavy;4;Cm;140.000412
Clock Rmx Ft Tonto Irie, Joseph Cotton, Biga*Ranx, Green Cross & Jay Spaker;Atili, Tonto Irie, Joseph Cotton, Biga Ranx, Green Cross, Jay Speaker;Dub, Vocal, Digital, Dubadub;3;Bbm;177.999924
My Face (REMIX by ATILI & LIL SLOW);Atili, Biga Ranx;Dub, Vocal, Digital, Dubadub, Electrodub;3;Gm;160.000183
Paris is a Bitch (REMIX by ATILI);Atili, Biga Ranx;Dub, Vocal, Digital, Dubadub, Electrodub, Steppa;3;Em;139.999878
Brutal skunk;Mexican Stepper;Dub, Instru, Digital, Steppa;3;;141.999573
Melodies - In The Box Session 7 (season 2);Charlie P, OBF;Dub, Vocal, ElectroDub, Steppa, Dubadub;4;4m;133.0
dark fog ;KingFly;Dub, Instru, ElectroDub, Steppa;3;;136.999512
darker stronger dubber 2.0;Mahom;Dub, Vocal, ElectroDub, Steppa;4;;137.999954
Dela Move;Chronixx;Dub, Vocal, Digital;3;Am;69.999641
Digitalize it;Spiralskank;Dub, Instru, Digital, Steppa;4;Ebm;140.002853
Dub en mousse;Mad Skanker;Dub, Instru, Steppa, Digital, Heavy;4;Fm;72.49968
Magnetic Riddim;dub_cmd;Dub, Instru, Digital, Heavy;3;Fm;150.669067
His Foundation - Prince David - Moa Anbessa;Dub Legend;Dub, Vocal, OS;3;Cm;126.828125
Strong man;i.rebel, vibe k;Dub, Vocal, Digital;3;Gm;135.999115
Dub Ambulance;I Rebel, Original Dawa;Dub, Vocal, Digital, Dubadub;3;Em;131.999832
indica dub;The Ragga Panda;Dub, Instru, Digital;3;G#m;116.999832
Jarring;Skunk Kut;Dub, Instru, ElectroDub;3;;59.998058
Musical Murder;Johnny Osbourne;Dub, Vocal, OS, Digital ;4;Ebm;168.199142
JULES I-JAH A DI BEST - MOA ANBESSA;Moa Anbessa, Jules I;Dub, Vocal, OS;3;Fm;133.163025
Sunny Days;Kanka;Dub, Instru, Digital, Heavy;3;Gm;69.499901
Top of the Mountain _ Lyrical Benjie;Dubcreator, King Shiloh;Dub, Vocal, OS;4;1m;140.557465
Le Bonheur;L'Entourloop, Panda Dub;Dub, Vocal, Sample, FR, Digital;4;Am;69.999786
My Story;Manudigital, Panda Dub, Royal;Dub, Vocal, Digital, Electrodub, Heavy;5;Ebm;162.00058
Trip 2 Garda;MGDK, I-Rebel;Dub, Vocal, Digital;3;10m;140.000107
Do nuh play - dub version ( prod. by boombardub );Mehdiman, Boombardub;Dub, Vocal, Digital;3;;72.50042
"Milton Blake - Love Vehicle 7"" - Humble Rumble Sound System (2019) - Channel One Killer!";Kasus_Music;Dub, Vocal, OS;3;G#m;143.603088
A DUB A DI BEST;Moa Anbessa;Dub, OS, Steppa;3;Fm;66.592972
Nightskank;KingFly;Dub, Instru;3;;145.999725
Urban Style;OBF, Martin Campbell;Dub, Digital, Vocal;4;Em;148.993988
First Meet;Panda Dub, Youyou;Dub, Vocal, Digital;3;Gm;131.999817
poorman style;Prince David;Dub, Vocal, OS;2;Eb;62.499958
crisis-I-II..wmv;Pupajim, Stand High Patrol;Dub, Vocal, Digital, Steppa;4;C#m;139.986176
rainydub;Mé2dub;Dub, Instru, Melodic, Steppa;3;Em;61.499676
slowdubby2;Mé2dub;Dub, Instru, Digital, Steppa;3;Fm;146.000778
Far from Home;Soom T;Dub, Vocal, Digital, Dubadub;3;Gm;148.000839
Ma Croix;Biga Ranx;Dub, Vocal, FR, Digital, Dubadub, ElectroDub;3;4m;84.000343
La Lune;Biga Ranx;Dub, Vocal, FR, Digital, Dubadub;2;12m;69.999985
Gotta Learn;Biga Ranx;Dub, Vocal, Digital, Reggae, Chill;2;C#m;78.000175
Mad Move;Biga Ranx;Dub, Vocal, FR, Digital, ElectroDub;4;Dm;133.999527
Big Plane;Biga Ranx;Dub, Vocal, FR, Digital, Dubadub, ElectroDub;2;Bbm;148.000305
Sunshine Soldier;Biga Ranx;Dub, Vocal, Digital, Chill;2;Am;88.000374
Berlin Everything;Biga Ranx;Dub, Vocal, Digital, Chill;3;Bbm;97.000099
Ma Petite Ville;Biga Ranx;Dub, Vocal, FR, Digital, Chill;2;C#m;102.999893
Gravity;Ashkabad, After All;Dub, Vocal, Digital, Electrodub, Steppa;4;Cm;140.000015
Gravity (Brainless Remix);Ashkabad;Dub, Vocal, Digital, ElectroDub;4;Cm;209.999664
Gravity - Krak In Dub Remix;Krak In Dub, After All;Dub, Vocal, ElectroDub, DnB;3;Cm;139.999954
Gravity - Ondubground Remix;Ondubground, After All;Dub, Vocal, ElectroDub, DubTek;3;Am;70.000145
In Time;Aklea Neon, Anja G, Chakka, Damien Prophet, Dr Obi;Dub, Vocal, ElectroDub, Steppa;3;;140.00061
Outrank;Aklea Neon, Dr Obi;Dub, Vocal, ElectroDub, Steppa;3;;140.000061
Vampire;Anja G, Dr Obi;Dub, Vocal, ElectroDub, Steppa;3;;140.000092
Angry Tune;Chakka, Dr Obi;Dub, Vocal, Digital, Steppa;3;;70.000023
Timless Dubsrtumental;Dr Obi;Dub, Instru, Digital, Steppa;3;;140.000092
Ruff Times;Dr Obi;Dub, Instru, ElectroDub, Steppa, Heavy;4;;140.000626
Raggamuffin Jah Billah Rmx (instrumental mix);Jah Billah;Dub, Instru, Digital, ElectroDub, Uptempo;3;G#m;171.699936
Raggamuffin Jah Billah Rmx (vocal mix);Jah Billah, Anja G;Dub, Vocal, Digital, ElectroDub, Uptempo;3;G#m;171.700684
Bangstrumental Sheco Rmx (instrumental mix);Sheco;Dub, Instru, Digital, ElectroDub, DnB;3;Am;87.500114
Bang Bang Sheco Rmx (vocal mix);Sheco, Anja G;Dub, Vocal, Digital, ElectroDub, DnB;3;Fm;87.49926
Sky It A Go Red;Dubble, Anja G;Dub, Vocal, Digital;3;Gm;67.499954
Dub It A Go Red;Dubble, Anja G;Dub, Instru, Digital;3;Gm;67.500038
Melodica Driver;Dubble;Dub, Instru, Digital, Melodica;3;Gm;67.5
Dub the Driver;Dubble, Mr Obi;Dub, Instru, Digital, ElectroDub, Dirty;3;Gm;67.5
Dub Rider;Dubble, Mr Obi;Dub, Instru, Digital, ElectroDub;3;Gm;67.499931
Ay Carmela - Anja G;Anja G, Dr Obi;Dub, Vocal, Digital;2;Ebm;145.002716
Dub Carmela - Dr.obi;Anja G, Dr Obi;Dub, Instru, Digital;3;Dm;145.004745
